Date,Open,High,Low,Close
23-Jul-21,21832.2,21848.78,21695.34,21784.21
22-Jul-21,21609.78,21767.79,21604.55,21753.51
20-Jul-21,21631.06,21659.62,21380.36,21472.53
19-Jul-21,21699.29,21787.49,21596.52,21668.22
16-Jul-21,21882.76,21895.01,21812.18,21864.48
15-Jul-21,21784.81,21861.78,21776.12,21831.94
14-Jul-21,21727.78,21771.77,21661.31,21743.4
13-Jul-21,21692.72,21705.41,21621.94,21696.33
12-Jul-21,21651.82,21683.47,21513.87,21572.8
09-Jul-21,21533.84,21564.8,21444.44,21538.62
08-Jul-21,21720.19,21749.16,21474.95,21541.31
07-Jul-21,21639.64,21728.37,21566.88,21704.49
06-Jul-21,21653.48,21759.43,21596.9,21618.68
05-Jul-21,21589.04,21652.88,21560.65,21641.15
02-Jul-21,21489.76,21509.47,21404.04,21495.2
01-Jul-21,21527.51,21527.64,21413.21,21430.82
30-Jun-21,21531.96,21589.66,21449.91,21463.09
29-Jun-21,21585.89,21612.07,21443.42,21473.11
28-Jun-21,21652.83,21652.83,21531.33,21556.58
25-Jun-21,21521.07,21581.04,21457.5,21564.16
24-Jun-21,21454.23,21480.03,21399.6,21449.67
23-Jun-21,21624.49,21624.61,21364.53,21380.87
22-Jun-21,21569.88,21643.63,21465.69,21489.9
21-Jun-21,21116.99,21446.43,21055.88,21429.77
18-Jun-21,21449.68,21459.24,20951.07,21319.12
17-Jun-21,21364.9,21533.78,21296.17,21381.27
16-Jun-21,21679.28,21691.89,21486.6,21518.31
15-Jun-21,21664.12,21715.1,21644.53,21672.65
14-Jun-21,21585.05,21605.38,21249.77,21588.48
11-Jun-21,21621.19,21656.44,21525.64,21602.4
10-Jun-21,21425.03,21539.45,21393.72,21526.73
09-Jun-21,21561.81,21608.13,21232.5,21333.13
08-Jun-21,21522.14,21523.41,21368.83,21492.23
07-Jun-21,21412.57,21491.54,21367.01,21460.62
04-Jun-21,21367.99,21388.26,21259.12,21326.08
03-Jun-21,21252.62,21319.87,21228.55,21304.16
02-Jun-21,21006.8,21160.67,20980.94,21136.62
01-Jun-21,21126.3,21160.07,20958.7,21032.85
31-May-21,20928.21,21082.4,20824.73,21055.18
28-May-21,20917.94,20953.03,20853.88,20879.07
27-May-21,20803.25,20843.03,20714.18,20804.56
26-May-21,20734.35,20771.19,20630.59,20736.34
25-May-21,20766.55,20775.27,20586.87,20641.49
24-May-21,20656.49,20699.86,20557.78,20637.8
21-May-21,20407.47,20582.45,20391.19,20567.93
20-May-21,20442.7,20471.58,20255.36,20283.79
19-May-21,20438.45,20514.63,20372.73,20398.94
18-May-21,20349.62,20472.9,20349.59,20446.42
17-May-21,19975.63,20197.37,19923.59,20180.71
14-May-21,20073.75,20073.75,19759.99,19862.23
12-May-21,20170.61,20170.61,19902.47,19967.98
11-May-21,20022.2,20183.78,19971.99,20132.55
10-May-21,20126.17,20198.65,20102.2,20173.76
07-May-21,20006.58,20057.34,19944.66,20000.41
06-May-21,19866.36,19922.77,19758.27,19903.85
05-May-21,19723.93,19787.6,19618.29,19765.24
04-May-21,19830.76,19880.72,19543.88,19586.39
03-May-21,19551.3,19774.39,19444.49,19735.16
30-Apr-21,19829.82,19941.8,19655.4,19689.52
29-Apr-21,20059.76,20150.78,19854.48,19948.58
28-Apr-21,19757.94,19948.61,19757.71,19921.25
27-Apr-21,19493.18,19697.55,19482.46,19678.42
26-Apr-21,19393.18,19520.11,19393,19447.06
23-Apr-21,19266,19419.01,19174.05,19270.89
22-Apr-21,19109.86,19336.35,19026.92,19311.54
20-Apr-21,19424.04,19476.9,19073.91,19189.47
19-Apr-21,19212.24,19253.8,18982.96,19225.72
16-Apr-21,19546.37,19675.08,19478.47,19580.05
15-Apr-21,19375.09,19508.14,19193.72,19483.68
13-Apr-21,19178.88,19424.5,19119.52,19402.96
12-Apr-21,19668.59,19671.39,19070.65,19139.91
09-Apr-21,19986.1,20046.85,19886.2,19944.06
08-Apr-21,19966.26,20096.33,19902.83,19965.56
07-Apr-21,19716.61,19917.32,19665.03,19868.99
06-Apr-21,19680.05,19773.37,19514.37,19672.73
05-Apr-21,19868.97,19870.26,19345.79,19580.09
01-Apr-21,19745.54,19883.6,19639.08,19866.86
31-Mar-21,19713.14,19713.44,19579.89,19601.95
30-Mar-21,19475.35,19738.36,19475.35,19720.55
26-Mar-21,19287.64,19410.33,19223.3,19344.99
25-Mar-21,19442.86,19454.18,19009.22,19101.08
24-Mar-21,19693.91,19725.4,19401.03,19423.2
23-Mar-21,19708.96,19838.31,19648.7,19769.05
22-Mar-21,19627.76,19677.31,19484.15,19647.19
19-Mar-21,19251.63,19651.84,19026.48,19612.3
18-Mar-21,19756.4,19820.04,19268.12,19383.55
17-Mar-21,19944.61,19967.16,19588.07,19616.07
16-Mar-21,19996.52,20058.83,19884.33,19921.4
15-Mar-21,20074.83,20090.96,19684.1,19915.33
12-Mar-21,20342.41,20390.36,19951.11,20046.75
10-Mar-21,20223.33,20244.23,20099.82,20201.09
09-Mar-21,20099.31,20177.49,19883.09,20078.87
08-Mar-21,20074.79,20182.73,19952.04,19988.21
05-Mar-21,20092.52,20196.36,19851.95,19949.68
04-Mar-21,20098.95,20313.63,20027.06,20184.77
03-Mar-21,20071.6,20329.49,20053.21,20305.8
02-Mar-21,19829.6,19959.83,19704.1,19914.13
01-Mar-21,19606.43,19713.26,19521.15,19673.2
26-Feb-21,19713.43,19801.1,19292.49,19371.25
25-Feb-21,19968.87,20064.07,19936.5,19990.65
24-Feb-21,19563.8,19836.7,19474.02,19812.74
23-Feb-21,19520.33,19652.11,19388.7,19504.84
22-Feb-21,19801.21,19834.38,19364.52,19418.89
19-Feb-21,19972.75,20024.22,19655.21,19777.47
18-Feb-21,20126.09,20128.22,19937.87,19985.41
17-Feb-21,20092.65,20145.48,19976.26,20032.96
16-Feb-21,20183.96,20230.6,20004.66,20107.64
15-Feb-21,20022.31,20112.16,20008.4,20085.14
12-Feb-21,19942.23,19984.8,19784.6,19888.33
11-Feb-21,19773.89,19906.12,19755.34,19895.04
10-Feb-21,19801.66,19852.47,19628.83,19800.49
09-Feb-21,19849.15,19942.81,19707.25,19764.79
08-Feb-21,19676.09,19822.57,19676.09,19783.93
05-Feb-21,19689.05,19696.91,19474.15,19522.69
04-Feb-21,19384.46,19557.45,19314.67,19538.26
03-Feb-21,19319.56,19459.17,19094.77,19365.2
02-Feb-21,18939.66,19245.9,18939.24,19166.67
01-Feb-21,18099.07,18773.18,17977.7,18723
29-Jan-21,18396.46,18399.39,17927.75,17975.3
28-Jan-21,18154.78,18296.7,18082.24,18200.73
27-Jan-21,18691.69,18692.16,18304.67,18358.67
25-Jan-21,19014.43,19021.5,18632.62,18667.99
22-Jan-21,19117.29,19163.85,18827.04,18846.3
21-Jan-21,19325.93,19345.29,19016.33,19101.73
20-Jan-21,19104.8,19226.3,19059.02,19202.91
19-Jan-21,18833.38,19064.64,18827.52,19049.36
18-Jan-21,18984.69,18993.74,18654.59,18713.54
15-Jan-21,19220.8,19237.91,18866.34,18968.73
14-Jan-21,19147.95,19204.54,19041.75,19185.93
13-Jan-21,19272.05,19291.8,18959.53,19143.46
12-Jan-21,19080.27,19204.73,19024.7,19169.98
11-Jan-21,19118.48,19119.96,18946.88,19081.06
08-Jan-21,18847.95,18973.18,18827.63,18953.86
07-Jan-21,18797.26,18811.59,18686.46,18707.68
06-Jan-21,18771.66,18783.73,18505.12,18658.66
05-Jan-21,18514.19,18719.64,18458.27,18701.75
04-Jan-21,18493.86,18597.51,18342.83,18582.91
01-Jan-21,18321.93,18418.84,18319.03,18389.08
31-Dec-20,18296.07,18343.95,18248.83,18300.1
30-Dec-20,18284.54,18298.82,18135.23,18284.31
29-Dec-20,18232.98,18282.66,18119.97,18218.91
28-Dec-20,18079.15,18178.52,18078.43,18164.87
24-Dec-20,17947.39,18020.11,17869.59,17992.01
23-Dec-20,17629.43,17849.46,17565.87,17829.79
22-Dec-20,17340.67,17617.25,17128.73,17588.57
21-Dec-20,18008.59,18042.22,17121.7,17396.69
18-Dec-20,18059.98,18059.98,17882.44,18027.23
17-Dec-20,18014.98,18075.83,17975.32,18008.78
16-Dec-20,17927.74,17983.14,17889.15,17971.76
15-Dec-20,17825.8,17835.97,17670.85,17818.64
14-Dec-20,17806.19,17846.78,17718.76,17804.39
11-Dec-20,17734.79,17814.15,17592.28,17733.83
10-Dec-20,17717.8,17717.8,17557.96,17685.29
09-Dec-20,17707.7,17782.99,17692.62,17748.98
08-Dec-20,17650.05,17684.22,17481.12,17609.75
07-Dec-20,17460.9,17592.7,17441.14,17581.28
