Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-August-2021,2239.45,2252.25,2219.50,2225.70,2237.488505747126436781,522,230,1167969.00,141,27.01,32.75,-13.75
17-August-2021,2236.50,2253.55,2215.85,2229.65,2232.852315394242803504,1598,408,3568098.00,828,51.81,37.70,-6.85
16-August-2021,2232.00,2239.85,2219.00,2226.45,2231.195136417556346381,1686,449,3761795.00,1022,60.62,20.85,-5.55
13-August-2021,2181.00,2253.25,2163.00,2222.50,2219.820843405855492882,3723,974,8264393.00,686,18.43,90.25,41.50
12-August-2021,2137.00,2177.70,2135.00,2146.00,2160.641439205955334987,806,336,1741477.00,500,62.03,42.70,9.00
11-August-2021,2184.90,2186.90,2126.00,2135.35,2144.699115044247787610,1808,617,3877616.00,1016,56.19,60.90,-49.55
10-August-2021,2231.20,2231.20,2175.00,2179.35,2200.924318869828456104,991,307,2181116.00,759,76.59,56.20,-51.85
9-August-2021,2250.05,2252.80,2225.00,2228.50,2233.259723964868255959,797,244,1779908.00,418,52.45,27.80,-21.55
6-August-2021,2231.15,2262.00,2215.55,2224.85,2236.474248927038626609,466,288,1042197.00,275,59.01,46.45,-6.30
5-August-2021,2259.95,2259.95,2210.05,2217.55,2219.376218323586744639,1026,361,2277080.00,739,72.03,49.90,-42.40
4-August-2021,2290.70,2291.95,2227.05,2238.40,2251.941492216854535695,1863,625,4195367.00,1265,67.90,64.90,-52.30
3-August-2021,2287.85,2302.85,2265.10,2275.95,2283.809674861221252973,1261,371,2879884.00,947,75.10,37.75,-11.90
2-August-2021,2288.45,2289.90,2268.00,2275.20,2279.059063136456211812,491,146,1119018.00,405,82.48,21.90,-13.25
30-July-2021,2253.75,2283.90,2234.10,2270.75,2255.308880308880308880,518,107,1168250.00,352,67.95,49.80,17.00
29-July-2021,2263.15,2264.85,2248.15,2251.15,2255.749253731343283582,670,196,1511352.00,444,66.27,16.70,-12.00
28-July-2021,2262.65,2267.70,2241.20,2250.50,2251.755823986194995685,1159,351,2609785.00,530,45.73,26.50,-12.15
27-July-2021,2284.10,2285.95,2262.00,2266.85,2273.152777777777777777,504,213,1145669.00,302,59.92,23.95,-17.25
26-July-2021,2290.00,2298.25,2260.00,2265.40,2281.006684491978609625,748,248,1706193.00,358,47.86,38.25,-24.60
23-July-2021,2306.00,2306.00,2263.55,2284.85,2282.141374837872892347,771,295,1759531.00,461,59.79,42.45,-21.15
22-July-2021,2300.00,2345.00,2251.85,2270.95,2288.185389809699201964,1629,461,3727454.00,1045,64.15,93.15,-29.05
20-July-2021,2265.80,2301.00,2261.25,2272.20,2277.084249084249084249,1365,451,3108220.00,782,57.29,39.75,6.40
19-July-2021,2270.10,2287.65,2255.20,2265.80,2270.165289256198347107,726,311,1648140.00,448,61.71,32.45,-4.30
16-July-2021,2288.80,2299.90,2280.00,2283.80,2286.248903508771929824,912,217,2085059.00,629,68.97,19.90,-5.00
15-July-2021,2299.50,2299.50,2280.00,2290.70,2292.069387755102040816,245,116,561557.00,150,61.22,19.50,-8.80
14-July-2021,2289.40,2301.55,2279.20,2294.80,2292.369426751592356687,471,186,1079706.00,258,54.78,22.35,5.40
13-July-2021,2314.95,2314.95,2275.05,2287.65,2288.110223642172523961,626,201,1432357.00,442,70.61,39.90,-27.30
12-July-2021,2321.10,2321.10,2278.85,2282.10,2286.714285714285714285,693,336,1584693.00,494,71.28,42.25,-39.00
9-July-2021,2315.75,2328.25,2285.00,2295.30,2304.348111658456486042,609,205,1403348.00,353,57.96,43.25,-20.45
8-July-2021,2326.60,2334.35,2301.80,2307.05,2313.986719787516600265,753,253,1742432.00,398,52.86,32.55,-19.55
7-July-2021,2321.90,2343.15,2316.10,2332.40,2331.858632676709154113,863,213,2012394.00,502,58.17,27.05,10.50
6-July-2021,2345.00,2368.75,2320.85,2331.05,2344.259579728059332509,809,295,1896506.00,466,57.60,47.90,-13.95
5-July-2021,2351.10,2369.00,2318.70,2351.85,2339.487417218543046357,755,258,1766313.00,253,33.51,50.30,0.75
2-July-2021,2331.85,2358.75,2311.00,2343.55,2336.570349861565567581,3973,697,9283194.00,1819,45.78,47.75,11.70
1-July-2021,2344.00,2350.15,2323.00,2332.90,2337.272504892367906066,2044,484,4777385.00,960,46.97,27.15,-11.10
30-June-2021,2306.85,2375.00,2286.05,2351.95,2336.595067264573991031,2230,639,5210607.00,1446,64.84,88.95,45.10
29-June-2021,2292.85,2338.50,2269.75,2323.65,2310.019430792090524631,8749,703,20210360.00,6564,75.03,68.75,30.80
28-June-2021,2302.00,2316.25,2283.30,2290.25,2300.685520361990950226,3536,556,8135224.00,622,17.59,32.95,-11.75
25-June-2021,2350.00,2350.00,2294.65,2308.95,2327.360105913503971756,1133,317,2636899.00,370,32.66,55.35,-41.05
24-June-2021,2330.90,2350.00,2299.50,2337.35,2326.452574525745257452,738,223,1716922.00,446,60.43,50.50,6.45
23-June-2021,2315.95,2333.00,2290.00,2321.15,2311.703007518796992481,3192,894,7378956.00,1576,49.37,43.00,5.20
22-June-2021,2262.30,2316.25,2235.10,2288.15,2258.724216959511077158,1309,287,2956670.00,772,58.98,81.15,25.85
21-June-2021,2235.00,2249.00,2216.05,2244.85,2236.326593557230980123,2918,622,6525601.00,417,14.29,32.95,9.85
18-June-2021,2276.45,2281.10,2225.60,2231.45,2244.979454814019068081,7447,1425,16718362.00,1503,20.18,55.50,-45.00
17-June-2021,2293.80,2309.00,2261.00,2268.05,2295.950000000000000000,4520,951,10377694.00,528,11.68,48.00,-25.75
16-June-2021,2318.25,2328.00,2287.85,2293.40,2309.207476635514018691,535,161,1235426.00,323,60.37,40.15,-24.85
15-June-2021,2312.10,2343.55,2312.10,2318.00,2326.804810996563573883,1455,474,3385501.00,894,61.44,31.45,5.90
14-June-2021,2325.20,2334.10,2298.75,2306.60,2314.024335031126202603,1767,336,4088881.00,874,49.46,35.35,-18.60
11-June-2021,2291.30,2334.75,2284.80,2290.30,2307.200100806451612903,1984,569,4577485.00,1109,55.90,49.95,-1.00
10-June-2021,2280.65,2291.00,2274.00,2290.30,2281.535714285714285714,644,127,1469309.00,443,68.79,17.00,9.65
9-June-2021,2299.00,2299.00,2268.00,2270.05,2280.248382923673997412,773,160,1762632.00,438,56.66,31.00,-28.95
8-June-2021,2280.00,2288.40,2265.00,2276.35,2278.171099928109273903,1391,245,3168936.00,881,63.34,23.40,-3.65
7-June-2021,2282.85,2306.00,2271.05,2280.40,2288.187076602397081813,1919,465,4391031.00,1262,65.76,34.95,-2.45
4-June-2021,2291.00,2291.00,2258.25,2265.05,2267.366748166259168704,409,133,927353.00,232,56.72,32.75,-25.95
3-June-2021,2293.95,2294.00,2265.00,2266.15,2274.073446327683615819,531,129,1207533.00,309,58.19,29.00,-27.80
2-June-2021,2279.80,2290.45,2265.60,2281.10,2276.152823920265780730,602,200,1370244.00,378,62.79,24.85,1.30
1-June-2021,2279.75,2290.00,2236.55,2261.95,2253.418965517241379310,580,154,1306983.00,283,48.79,53.45,-17.80
31-May-2021,2270.00,2292.00,2249.60,2269.10,2270.360041623309053069,961,212,2181816.00,389,40.48,42.40,-0.90
28-May-2021,2307.85,2326.70,2270.05,2277.65,2290.439068100358422939,558,161,1278065.00,333,59.68,56.65,-30.20
27-May-2021,2308.00,2349.00,2270.00,2274.95,2305.442482341069626639,1982,420,4569387.00,1248,62.97,79.00,-33.05
26-May-2021,2270.00,2335.00,2270.00,2316.85,2306.016801075268817204,1488,380,3431353.00,744,50.00,65.00,46.85
25-May-2021,2255.85,2271.85,2244.95,2249.15,2258.767017543859649122,1425,395,3218743.00,1012,71.02,26.90,-6.70
24-May-2021,2325.00,2332.05,2244.00,2256.35,2285.353096179183135704,1518,398,3469166.00,684,45.06,88.05,-68.65
21-May-2021,2224.45,2273.70,2222.00,2265.80,2257.527160493827160493,4050,686,9142985.00,2104,51.95,51.70,41.35
20-May-2021,2208.10,2229.65,2196.80,2220.25,2221.887755102040816326,294,94,653235.00,155,52.72,32.85,12.15
19-May-2021,2233.00,2235.20,2195.60,2201.75,2217.902506963788300835,718,199,1592454.00,421,58.64,39.60,-31.25
18-May-2021,2187.00,2232.70,2187.00,2224.95,2214.378095238095238095,1050,321,2325097.00,477,45.43,45.70,37.95
17-May-2021,2199.00,2210.00,2180.00,2196.60,2199.105614973262032085,748,186,1644931.00,406,54.28,30.00,-2.40
14-May-2021,2198.25,2228.45,2175.90,2182.60,2195.838150289017341040,2249,497,4938440.00,1316,58.51,52.55,-15.65
12-May-2021,2198.00,2200.50,2178.00,2180.30,2183.255965292841648590,922,194,2012962.00,683,74.08,22.50,-17.70
11-May-2021,2216.35,2225.90,2190.00,2196.45,2204.894345238095238095,672,200,1481689.00,355,52.83,35.90,-19.90
10-May-2021,2209.05,2229.90,2209.05,2220.00,2220.550306211723534558,1143,197,2538089.00,467,40.86,20.85,10.95
7-May-2021,2221.45,2222.70,2195.15,2205.15,2209.682198327359617682,1674,309,3699008.00,391,23.36,27.55,-16.30
6-May-2021,2215.00,2220.35,2185.00,2193.95,2208.439763488543976348,2706,560,5976038.00,501,18.51,35.35,-21.05
5-May-2021,2227.75,2243.90,2195.00,2206.65,2209.567748091603053435,1048,273,2315627.00,776,74.05,48.90,-21.10
4-May-2021,2257.25,2264.90,2205.10,2218.00,2235.156133828996282527,269,114,601257.00,136,50.56,59.80,-39.25
3-May-2021,2203.00,2300.00,2203.00,2227.20,2241.831695331695331695,814,230,1824851.00,425,52.21,97.00,24.20
30-April-2021,2239.10,2270.25,2201.10,2245.00,2232.819941916747337850,1033,315,2306503.00,336,32.53,69.15,5.90
29-April-2021,2251.85,2263.35,2220.05,2229.75,2242.313813813813813813,666,202,1493381.00,353,53.00,43.30,-22.10
28-April-2021,2255.00,2266.25,2226.85,2245.65,2250.426681367144432194,907,221,2041137.00,401,44.21,39.40,-9.35
27-April-2021,2191.05,2262.00,2191.05,2228.05,2233.397622192866578599,757,265,1690682.00,363,47.95,70.95,37.00
26-April-2021,2220.95,2275.05,2200.05,2230.70,2248.665814696485623003,1565,377,3519162.00,735,46.96,75.00,9.75
23-April-2021,2213.25,2236.60,2200.50,2224.60,2223.208638956805215973,1227,328,2727877.00,452,36.84,36.10,11.35
22-April-2021,2206.10,2233.95,2196.00,2213.10,2211.313010685103708359,1591,401,3518199.00,303,19.04,37.95,7.00
20-April-2021,2213.10,2228.35,2190.00,2206.15,2211.511467889908256880,436,145,964219.00,282,64.68,38.35,-6.95
19-April-2021,2224.00,2241.15,2188.10,2204.40,2207.443084455324357405,817,202,1803481.00,539,65.97,53.05,-19.60
16-April-2021,2269.40,2299.90,2253.40,2267.25,2279.580000000000000000,550,310,1253769.00,311,56.55,46.50,-2.15
15-April-2021,2324.90,2324.90,2258.00,2267.85,2266.580838323353293413,167,97,378519.00,107,64.07,66.90,-57.05
13-April-2021,2224.15,2297.95,2224.05,2288.20,2280.981240981240981240,693,190,1580720.00,312,45.02,73.90,64.05
12-April-2021,2321.00,2322.20,2256.45,2260.65,2279.899188876013904982,863,270,1967553.00,531,61.53,65.75,-60.35
9-April-2021,2409.05,2409.05,2338.25,2344.05,2373.751794871794871794,975,256,2314408.00,627,64.31,70.80,-65.00
8-April-2021,2362.00,2425.00,2362.00,2396.60,2401.021690351533283470,1337,410,3210166.00,792,59.24,63.00,34.60
7-April-2021,2438.00,2447.15,2380.50,2387.45,2400.306740027510316368,727,229,1745023.00,487,66.99,66.65,-50.55
6-April-2021,2383.35,2475.05,2383.05,2427.15,2428.515555555555555555,3150,940,7649824.00,979,31.08,92.00,43.80
5-April-2021,2380.00,2397.55,2350.00,2365.55,2373.852122015915119363,1508,365,3579769.00,630,41.78,47.55,-14.45
1-April-2021,2308.15,2377.75,2299.50,2368.80,2346.853904282115869017,1588,473,3726804.00,1099,69.21,78.25,60.65
31-March-2021,2280.00,2349.80,2260.05,2308.15,2306.171139880012630249,3167,822,7303644.00,772,24.38,89.75,28.15
30-March-2021,2220.00,2300.20,2220.00,2287.05,2255.432930705657978385,1573,574,3547796.00,1304,82.90,80.20,67.05
26-March-2021,2215.00,2234.80,2191.50,2224.25,2202.291397849462365591,930,124,2048131.00,621,66.77,43.30,9.25
25-March-2021,2191.00,2193.90,2165.00,2186.00,2184.374814814814814814,675,231,1474453.00,452,66.96,28.90,-5.00
24-March-2021,2185.00,2220.00,2176.95,2190.55,2195.939947780678851174,383,114,841045.00,246,64.23,43.05,5.55
23-March-2021,2235.40,2253.90,2176.00,2184.80,2208.816867469879518072,830,310,1833318.00,446,53.73,77.90,-50.60
22-March-2021,2201.00,2228.70,2182.50,2213.55,2210.531390134529147982,446,129,985897.00,155,34.75,46.20,12.55
19-March-2021,2210.00,2235.00,2150.00,2193.30,2201.235739525492175668,1981,572,4360648.00,1054,53.21,85.00,-16.70
18-March-2021,2339.15,2339.15,2256.05,2264.30,2280.851020408163265306,490,156,1117617.00,217,44.29,83.10,-74.85
17-March-2021,2400.00,2432.00,2269.15,2299.80,2320.140737194830062230,2089,607,4846774.00,584,27.96,162.85,-100.20
16-March-2021,2327.00,2410.00,2326.95,2399.20,2390.466888796334860474,2401,557,5739511.00,1609,67.01,83.05,72.20
15-March-2021,2305.00,2341.85,2288.10,2315.25,2314.403908794788273615,1228,245,2842088.00,756,61.56,53.75,10.25
12-March-2021,2329.40,2329.40,2275.05,2296.25,2300.005737234652897303,1743,444,4008910.00,1296,74.35,54.35,-33.15
10-March-2021,2242.00,2297.95,2242.00,2284.35,2280.300000000000000000,1290,286,2941587.00,668,51.78,55.95,42.35
9-March-2021,2211.65,2242.00,2211.05,2224.55,2230.069090909090909090,1100,307,2453076.00,806,73.27,30.95,12.90
8-March-2021,2186.90,2209.70,2171.60,2203.00,2182.714843750000000000,512,108,1117550.00,349,68.16,38.10,16.10
5-March-2021,2241.95,2270.20,2189.05,2195.30,2209.676638176638176638,702,202,1551193.00,412,58.69,81.15,-46.65
4-March-2021,2270.00,2270.00,2239.15,2257.20,2255.829529243937232524,1402,293,3162673.00,884,63.05,30.85,-12.80
3-March-2021,2216.00,2273.25,2208.00,2236.30,2240.480799373040752351,2552,434,5717707.00,1519,59.52,65.25,20.30
2-March-2021,2172.30,2220.00,2162.20,2205.70,2197.803839732888146911,1198,234,2632969.00,914,76.29,57.80,33.40
1-March-2021,2176.70,2180.00,2140.00,2145.15,2155.893955461293743372,943,179,2033008.00,673,71.37,40.00,-31.55
26-February-2021,2179.00,2198.10,2138.10,2157.65,2167.013921113689095127,862,290,1867966.00,255,29.58,60.00,-21.35
25-February-2021,2144.80,2169.00,2142.05,2152.05,2150.420743639921722113,511,152,1098865.00,261,51.08,26.95,7.25
24-February-2021,2167.05,2198.45,2115.00,2149.60,2151.351324503311258278,3020,326,6497081.00,2187,72.42,83.45,-17.45
23-February-2021,2216.10,2233.75,2173.00,2174.20,2193.632411067193675889,1012,219,2219956.00,737,72.83,60.75,-41.90
22-February-2021,2248.00,2248.00,2146.80,2187.30,2183.326875310481867858,2013,474,4395037.00,1051,52.21,101.20,-60.70
19-February-2021,2140.00,2184.00,2136.70,2149.20,2160.602481814291827128,2337,551,5049328.00,1191,50.96,47.30,9.20
18-February-2021,2198.00,2198.00,2140.00,2144.80,2162.885789014821272885,1147,381,2480830.00,783,68.26,58.00,-53.20
17-February-2021,2181.00,2190.00,2160.10,2171.75,2174.918585064570466030,1781,431,3873530.00,857,48.12,29.90,-9.25
16-February-2021,2161.00,2218.55,2161.00,2191.35,2191.475409836065573770,1098,269,2406240.00,548,49.91,57.55,30.35
15-February-2021,2195.00,2245.80,2182.45,2193.10,2209.830318690783807062,1161,371,2565613.00,595,51.25,63.35,-1.90
12-February-2021,2207.55,2215.00,2190.00,2195.05,2202.227926078028747433,974,223,2144970.00,815,83.68,25.00,-12.50
11-February-2021,2206.10,2239.55,2193.00,2201.70,2213.984116479152878888,1511,396,3345330.00,796,52.68,46.55,-4.40
10-February-2021,2330.00,2330.00,2195.50,2209.70,2244.673210892970234325,1579,425,3544339.00,938,59.40,134.50,-120.30
9-February-2021,2285.10,2285.10,2260.00,2264.00,2268.287234042553191489,564,179,1279314.00,374,66.31,25.10,-21.10
8-February-2021,2295.55,2306.90,2266.00,2270.60,2272.770833333333333333,720,191,1636395.00,431,59.86,40.90,-24.95
5-February-2021,2303.75,2303.90,2261.00,2275.10,2281.484716157205240174,916,308,2089840.00,383,41.81,42.90,-28.65
4-February-2021,2286.10,2316.45,2283.25,2291.75,2301.128731343283582089,536,142,1233405.00,306,57.09,33.20,5.65
3-February-2021,2284.90,2325.05,2277.05,2298.00,2298.276399716513111268,1411,407,3242868.00,572,40.54,48.00,13.10
2-February-2021,2223.10,2345.10,2223.10,2276.10,2279.642813826561552456,1649,505,3759131.00,566,34.32,122.00,53.00
1-February-2021,2190.00,2240.05,2173.20,2189.80,2197.428066037735849056,1696,558,3726838.00,1106,65.21,66.85,-0.20
29-January-2021,2331.00,2336.30,2218.80,2229.00,2254.201426024955436720,1122,399,2529214.00,518,46.17,117.50,-102.00
