Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-October-2018,205.80,206.00,170.65,184.25,186.273640982771063111,13254155,89561,2468899710.00,4222465,31.86,35.35,-21.55
8-October-2018,216.55,218.95,208.15,212.75,214.158528266704000142,1342852,11702,287583208.00,338184,25.18,10.80,-3.80
5-October-2018,223.25,226.45,215.00,216.55,221.376864903367260059,1078206,9060,238689864.00,382049,35.43,11.45,-6.70
4-October-2018,225.00,230.65,221.60,223.25,225.576794981173603817,1034983,8517,233468148.00,272154,26.30,9.05,-1.75
3-October-2018,230.00,232.75,226.00,227.55,229.391906703374550080,732631,8110,168059622.00,145016,19.79,6.75,-2.45
1-October-2018,224.30,230.50,220.05,229.25,225.263901382560572579,818192,7290,184309122.00,150498,18.39,10.45,4.95
28-September-2018,228.00,230.60,219.65,223.45,225.471923040304986620,987322,11148,222613390.00,205198,20.78,10.95,-4.55
27-September-2018,235.10,236.80,223.50,225.55,228.774834179890692890,1699432,13014,388787274.00,869061,51.14,13.30,-9.55
26-September-2018,242.00,244.00,229.80,233.30,236.029561166023424003,3202783,14587,755951466.00,1979912,61.82,14.20,-8.70
25-September-2018,240.00,243.40,235.40,240.90,239.685329748968672614,1033377,10521,247685307.00,153300,14.83,8.00,0.90
24-September-2018,251.80,251.80,239.35,240.25,244.740924322115154397,897977,9341,219771721.00,207516,23.11,12.45,-11.55
21-September-2018,254.75,257.70,229.05,250.20,247.880141950897050807,1552086,13144,384731298.00,299238,19.28,28.65,-4.55
19-September-2018,252.40,255.15,251.15,252.70,253.149390755437931132,631766,6981,159931178.00,178967,28.33,4.00,0.30
18-September-2018,258.20,259.65,250.70,251.45,255.312124496076986432,1038105,9168,265040793.00,415562,40.03,8.95,-6.75
17-September-2018,264.70,264.70,259.50,260.20,262.109911126110923613,684453,6583,179401915.00,244484,35.72,5.20,-4.50
14-September-2018,265.15,269.30,263.35,266.45,266.511328210602215451,707305,5298,188504795.00,145450,20.56,5.95,1.30
12-September-2018,269.80,269.80,259.00,262.65,262.009785288622470523,1366439,9666,358020389.00,330487,24.19,10.80,-7.15
11-September-2018,277.40,278.85,266.00,267.20,273.133322411172544441,726352,6076,198390935.00,163669,22.53,12.85,-10.20
10-September-2018,276.30,282.00,272.00,275.55,277.178515156987965717,2087453,15295,578597123.00,617059,29.56,10.00,-0.75
